pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
FF,2017-06-05,91.3,2.4508,6.1442,Hyun-Jin Ryu,607208,547943,null,ball,,12,null,R,R,L,LAD,WSH,B,null,null,0,0,2017,1.1335,1.6406,1.7964,3.1296,null,null,null,0,1,Top,null,null,605131,null,-4.0357,-132.551,-5.1473,14.1439,28.5375,-12.0766,3.6185,1.6715,null,null,null,91.041,2172,6.176,490963,547943,605131,571771,621035,523253,608369,429711,518649,624577,54.2407,null,null,null,null,null,null,null,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CH,2017-05-31,76.1,2.8811,5.4514,Hyun-Jin Ryu,576397,547943,field_out,hit_into_play,,14,Jedd Gyorko flies out to left fielder Cody Bellinger.  ,R,R,L,STL,LAD,X,7,fly_ball,0,0,2017,1.27,0.3709,0.9331,1.8842,null,null,null,2,6,Bot,83.26,75.32,518735,170601_014843,-6.3771,-110.6346,-1.1254,11.5904,18.6251,-29.1097,2.884,1.0502,309,83.1,33,76.445,1516,6.471,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.0551,0.03,0.036,0,1,0,0,3,45,1,Changeup,1,1,1,1,1,1,1,1,Standard,Standard
CH,2017-05-31,76.4,2.8871,5.6089,Hyun-Jin Ryu,425877,547943,field_out,hit_into_play,,8,Yadier Molina pops out to second baseman Chase Utley.  ,R,R,L,STL,LAD,X,4,popup,0,1,2017,0.875,0.9384,0.2503,1.5647,null,null,null,1,6,Bot,166.71,118.1,518735,170601_014808,-7.1074,-111.0356,-3.2371,8.4027,17.3133,-24.0358,3.0831,1.132,210,79.3,53,76.845,1486,6.299,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.1359,0.044,0.042,0,1,0,0,3,44,2,Changeup,1,1,1,1,1,1,1,1,Standard,Standard
FC,2017-05-31,85.9,2.5087,5.9037,Hyun-Jin Ryu,425877,547943,null,called_strike,,5,null,R,R,L,STL,LAD,S,null,null,0,0,2017,-0.1542,0.8361,-0.0477,2.6715,null,null,null,1,6,Bot,null,null,518735,170601_014742,-5.7332,-124.8663,-3.1579,-0.6528,21.1987,-23.0086,3.5718,1.5847,null,null,null,86.318,2009,6.242,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.2556,null,null,null,null,null,null,null,44,1,Cutter,1,1,1,1,1,1,1,1,Standard,Standard
CU,2017-05-31,70.6,2.4408,5.9642,Hyun-Jin Ryu,572761,547943,field_out,hit_into_play,,2,Matt Carpenter flies out to right fielder Enrique Hernandez.  ,R,L,L,STL,LAD,X,9,fly_ball,1,1,2017,-0.6802,-1.2416,0.1787,2.8784,null,null,null,0,6,Bot,168.1,93.97,518735,170601_014711,-3.2688,-102.5725,3.5888,-4.2284,16.4471,-41.6502,3.2777,1.4136,269,90.2,49.4,70.252,2476,5.997,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.483,0.005,0.007,0,1,0,0,3,43,3,Curveball,1,1,1,1,1,1,1,1,Infield shift,Standard
CH,2017-05-31,79,2.7311,5.6953,Hyun-Jin Ryu,572761,547943,null,ball,,13,null,R,L,L,STL,LAD,B,null,null,0,1,2017,0.8441,0.2494,-0.5143,1.3806,null,null,null,0,6,Bot,null,null,518735,170601_014643,-8.7359,-114.7455,-3.1741,9.0438,17.9238,-29.5682,3.6013,1.7225,null,null,null,80.171,1343,6.857,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,53.6724,null,null,null,null,null,null,null,43,2,Changeup,1,1,1,1,1,1,1,1,Infield shift,Standard
FF,2017-05-31,88.7,2.421,5.8962,Hyun-Jin Ryu,572761,547943,null,called_strike,,5,null,R,L,L,STL,LAD,S,null,null,0,0,2017,0.4935,1.1794,0.0478,2.6041,null,null,null,0,6,Bot,null,null,518735,170601_014622,-6.832,-128.9347,-4.5249,6.7868,22.9933,-18.2415,3.6832,1.8151,null,null,null,89.439,2107,6.381,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.0379,null,null,null,null,null,null,null,43,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard
CH,2017-05-31,77.3,2.6826,5.5797,Hyun-Jin Ryu,451594,547943,field_out,hit_into_play,,5,"Dexter Fowler grounds out, third baseman Logan Forsythe to first baseman Adrian Gonzalez.  ",R,R,L,STL,LAD,X,5,ground_ball,3,2,2017,0.8168,0.5271,-0.0451,2.0823,null,null,null,2,5,Bot,98.77,160.01,518735,170601_013605,-7.3271,-112.3695,-1.5569,8.1741,17.4133,-27.5658,3.2676,1.3631,24,88.9,-2.8,78.112,1331,6.533,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,53.9272,0.249,0.249,0,1,0,0,2,37,6,Changeup,1,0,1,0,0,1,1,0,Standard,Standard
FT,2017-05-31,90.5,2.5355,5.6989,Hyun-Jin Ryu,451594,547943,null,ball,,12,null,R,R,L,STL,LAD,B,null,null,2,2,2017,0.8472,0.8558,1.0871,3.6293,null,null,null,2,5,Bot,null,null,518735,170601_013541,-5.4655,-131.6538,-1.1223,11.0842,25.5196,-22.0113,3.5561,1.6874,null,null,null,91.244,2173,6.66,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,53.9493,null,null,null,null,null,null,null,37,5,2-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard
CU,2017-05-31,75.5,2.6524,5.6054,Hyun-Jin Ryu,451594,547943,null,ball,,13,null,R,R,L,STL,LAD,B,null,null,1,2,2017,-0.5149,-0.9394,-1.4011,1.3493,null,null,null,2,5,Bot,null,null,518735,170601_013520,-7.4682,-109.6164,-0.1244,-2.8454,18.4365,-39.8621,3.6024,1.6874,null,null,null,75.125,2133,5.905,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.5016,null,null,null,null,null,null,null,37,4,Curveball,1,0,1,0,0,1,1,0,Standard,Standard
FC,2017-05-31,87.5,2.5114,5.7866,Hyun-Jin Ryu,451594,547943,null,foul,,7,null,R,R,L,STL,LAD,S,null,null,1,1,2017,0.005,0.9061,-0.7998,1.907,null,null,null,2,5,Bot,null,null,518735,170601_013459,-7.9697,-126.9621,-5.067,1.5773,24.2704,-21.5903,3.2676,1.3631,8,88.8,-14.2,87.554,2121,6.267,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.1944,null,null,null,null,null,null,null,37,3,Cutter,1,0,1,0,0,1,1,0,Standard,Standard
CH,2017-05-31,73.5,2.735,5.6417,Hyun-Jin Ryu,451594,547943,null,ball,,12,null,R,R,L,STL,LAD,B,null,null,0,1,2017,0.954,0.7454,2.1851,3.1199,null,null,null,2,5,Bot,null,null,518735,170601_013441,-2.7665,-106.8206,0.9317,7.8025,18.795,-26.8357,3.4481,1.6566,null,null,null,73.455,1323,6.444,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.1367,null,null,null,null,null,null,null,37,2,Changeup,1,0,1,0,0,1,1,0,Standard,Standard
CH,2017-05-31,75.6,2.8705,5.5679,Hyun-Jin Ryu,451594,547943,null,swinging_strike,,5,null,R,R,L,STL,LAD,S,null,null,0,0,2017,0.974,0.8602,0.2318,2.3375,null,null,null,2,5,Bot,null,null,518735,170601_013425,-7.2372,-109.6906,-1.1252,9.1823,19.515,-25.2099,3.1338,1.2232,null,null,null,75.65,1513,6.479,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.025,null,null,null,null,null,null,null,37,1,Changeup,1,0,1,0,0,1,1,0,Standard,Standard
CH,2017-05-31,74.3,2.7552,5.6135,Hyun-Jin Ryu,593372,547943,strikeout,swinging_strike,,12,Carlos Martinez strikes out swinging.  ,R,R,L,STL,LAD,S,2,null,1,2,2017,0.8033,0.7696,1.312,3.2343,null,null,null,1,5,Bot,null,null,518735,170601_013350,-4.3589,-107.9451,1.0212,7.0497,18.6919,-26.5298,2.9209,1.061,null,null,null,74.344,1349,6.407,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.1171,null,null,0,1,0,0,null,36,4,Changeup,1,0,1,0,0,1,1,0,Standard,Standard
FC,2017-05-31,82.7,2.5941,5.616,Hyun-Jin Ryu,593372,547943,null,ball,,13,null,R,R,L,STL,LAD,B,null,null,0,2,2017,-0.4139,0.1988,-1.6366,0.2568,null,null,null,1,5,Bot,null,null,518735,170601_013327,-8.8287,-119.8986,-6.0611,-2.2938,23.1962,-29.29,3.1368,1.4173,null,null,null,82.751,1981,6.425,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.0087,null,null,null,null,null,null,null,36,3,Cutter,1,0,1,0,0,1,1,0,Standard,Standard
CH,2017-05-31,78.3,2.7608,5.6927,Hyun-Jin Ryu,593372,547943,null,swinging_strike,,12,null,R,R,L,STL,LAD,S,null,null,0,1,2017,1.03,0.7347,1.1269,2.8206,null,null,null,1,5,Bot,null,null,518735,170601_013306,-5.4269,-113.7505,-0.6674,9.97,21.3152,-25.8767,3.1914,1.3434,null,null,null,78.363,1458,6.433,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.0476,null,null,null,null,null,null,null,36,2,Changeup,1,0,1,0,0,1,1,0,Standard,Standard
FF,2017-05-31,88.7,2.5986,5.8907,Hyun-Jin Ryu,593372,547943,null,foul,,12,null,R,R,L,STL,LAD,S,null,null,0,0,2017,0.695,1.2301,1.5182,3.129,null,null,null,1,5,Bot,null,null,518735,170601_013243,-4.0875,-128.9297,-3.2778,8.5918,25.5757,-17.9556,3.1914,1.3434,null,null,null,88.833,1973,6.364,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.1826,null,null,null,null,null,null,null,36,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard
CH,2017-05-31,79,2.7151,5.6127,Hyun-Jin Ryu,649557,547943,field_out,hit_into_play,,14,Aledmys Diaz flies out to center fielder Chris Taylor.  ,R,R,L,STL,LAD,X,8,fly_ball,0,1,2017,0.9162,0.3741,0.9657,1.8566,null,null,null,0,5,Bot,147.85,78.44,518735,170601_013210,-5.5211,-114.885,-2.1135,9.1358,20.1735,-28.6679,3.4427,1.5043,296,83,30.8,79.417,1450,6.427,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.0244,0.044,0.053,0,1,0,0,3,35,2,Changeup,1,0,1,0,0,1,1,0,Standard,Standard
FT,2017-05-31,89.1,2.6157,5.7691,Hyun-Jin Ryu,649557,547943,null,called_strike,,14,null,R,R,L,STL,LAD,S,null,null,0,0,2017,0.817,0.8527,1.1321,1.9377,null,null,null,0,5,Bot,null,null,518735,170601_013143,-5.3852,-129.5428,-5.2655,10.3397,23.6887,-21.6252,3.5042,1.6888,null,null,null,89.937,1946,6.566,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,53.9449,null,null,null,null,null,null,null,35,1,2-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard
FC,2017-05-31,87.7,2.3639,5.9495,Hyun-Jin Ryu,657557,547943,field_out,hit_into_play,,11,"Paul DeJong grounds out softly, pitcher Hyun-Jin Ryu to first baseman Adrian Gonzalez.  ",R,R,L,STL,LAD,X,1,ground_ball,0,1,2017,-0.0106,0.4457,-0.8972,2.6579,null,572039,null,2,4,Bot,124.5,180.55,518735,170601_012003,-7.8754,-127.4114,-2.7998,1.3502,23.7297,-26.9328,3.6975,1.4231,8,53.5,-15.4,88.102,2032,6.47,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.0988,0.077,0.067,0,1,0,0,1,30,2,Cutter,1,0,1,0,0,1,1,0,Standard,Standard
CU,2017-05-31,70.2,2.2176,6.0948,Hyun-Jin Ryu,657557,547943,null,called_strike,,2,null,R,R,L,STL,LAD,S,null,null,0,0,2017,-1.0053,-1.1334,-0.1595,3.0547,null,572039,null,2,4,Bot,null,null,518735,170601_011939,-2.9494,-102.0201,3.558,-6.4953,16.1071,-40.8053,3.2824,1.5615,null,null,null,69.939,2359,6.026,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.4489,null,null,null,null,null,null,null,30,1,Curveball,1,0,1,0,0,1,1,0,Standard,Standard
FT,2017-05-31,91,2.4048,5.7817,Hyun-Jin Ryu,572039,547943,double,hit_into_play_no_out,,4,Stephen Piscotty hits a ground-rule double (6) on a fly ball to left-center field.  ,R,R,L,STL,LAD,X,null,fly_ball,1,2,2017,0.9862,1.0061,-0.5501,2.3624,null,null,null,2,4,Bot,86.29,23.43,518735,170601_011859,-9.5016,-132.0157,-4.8406,13.449,25.3517,-19.5772,3.4311,1.5025,376,96.2,26.1,91.362,1982,6.373,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.0684,0.367,0.598,1.25,1,1,1,5,29,5,2-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard
FF,2017-05-31,91.3,2.2765,5.8165,Hyun-Jin Ryu,572039,547943,null,foul,,1,null,R,R,L,STL,LAD,S,null,null,1,2,2017,0.6999,0.909,-0.505,2.8493,null,null,null,2,4,Bot,null,null,518735,170601_011827,-8.5833,-132.6085,-3.6205,10.1069,25.7714,-20.685,3.4311,1.5025,null,null,null,92.351,2092,6.776,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,53.7079,null,null,null,null,null,null,null,29,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard
CU,2017-05-31,75.3,2.2126,5.8724,Hyun-Jin Ryu,572039,547943,null,ball,,14,null,R,R,L,STL,LAD,B,null,null,0,2,2017,-0.821,-1.6683,0.2303,-0.1124,null,null,null,2,4,Bot,null,null,518735,170601_011800,-2.6667,-109.4439,-2.3742,-5.8405,20.4271,-44.8943,3.2057,1.5433,null,null,null,73.722,2532,5.31,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,55.2132,null,null,null,null,null,null,null,29,3,Curveball,1,0,1,0,0,1,1,0,Standard,Standard
CH,2017-05-31,80.6,2.6706,5.6434,Hyun-Jin Ryu,572039,547943,null,foul,,12,null,R,R,L,STL,LAD,S,null,null,0,1,2017,1.0416,0.5898,1.4764,2.6943,null,null,null,2,4,Bot,null,null,518735,170601_011735,-4.6338,-117.3096,-1.0787,10.4973,20.0781,-26.6858,3.4311,1.5025,199,70.6,36.2,81.113,1430,6.406,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.1004,null,null,null,null,null,null,null,29,2,Changeup,1,0,1,0,0,1,1,0,Standard,Standard
FC,2017-05-31,86.8,2.5943,5.9083,Hyun-Jin Ryu,572039,547943,null,foul,,4,null,R,R,L,STL,LAD,S,null,null,0,0,2017,-0.2046,0.6422,-0.7037,2.5693,null,null,null,2,4,Bot,null,null,518735,170601_011712,-7.4789,-126.0785,-3.12,-0.7248,24.7516,-24.8795,3.4311,1.5025,4,32.4,-26.4,86.898,2074,6.426,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.1457,null,null,null,null,null,null,null,29,1,Cutter,1,0,1,0,0,1,1,0,Standard,Standard
FC,2017-05-31,87,2.481,5.7836,Hyun-Jin Ryu,502054,547943,strikeout,swinging_strike,,12,Tommy Pham strikes out swinging.  ,R,R,L,STL,LAD,S,2,null,3,2,2017,-0.1086,0.409,0.515,3.4438,null,null,null,1,4,Bot,null,null,518735,170601_011634,-4.471,-126.4862,-0.3008,-0.307,24.1104,-27.9675,3.1093,1.2914,null,null,null,86.988,2067,6.041,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.3417,null,null,0,1,0,0,null,28,7,Cutter,1,0,1,0,0,1,1,0,Standard,Standard
CH,2017-05-31,80.4,2.5369,5.7118,Hyun-Jin Ryu,502054,547943,null,ball,,14,null,R,R,L,STL,LAD,B,null,null,2,2,2017,1.2269,0.394,1.381,2.0179,null,null,null,1,4,Bot,null,null,518735,170601_011609,-4.8903,-116.9776,-2.3051,12.2116,20.6344,-28.3192,3.2631,1.46,null,null,null,80.858,1477,6.429,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.0526,null,null,null,null,null,null,null,28,6,Changeup,1,0,1,0,0,1,1,0,Standard,Standard
FF,2017-05-31,91.4,2.3883,5.8861,Hyun-Jin Ryu,502054,547943,null,foul,,1,null,R,R,L,STL,LAD,S,null,null,2,2,2017,0.7806,1.1391,-0.5275,2.9329,null,null,null,1,4,Bot,null,null,518735,170601_011549,-9.0809,-132.7467,-4.0981,11.1258,25.0916,-17.8452,3.1093,1.2914,123,65.8,12.6,92.537,2015,6.653,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,53.7182,null,null,null,null,null,null,null,28,5,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard
CU,2017-05-31,73,2.0329,6.0374,Hyun-Jin Ryu,502054,547943,null,ball,,13,null,R,R,L,STL,LAD,B,null,null,1,2,2017,-1.1227,-1.3832,-1.2664,0.3221,null,null,null,1,4,Bot,null,null,518735,170601_011516,-4.7052,-106.1118,-1.7133,-7.3516,20.377,-42.286,3.2169,1.4138,null,null,null,72.022,2546,5.837,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.6462,null,null,null,null,null,null,null,28,4,Curveball,1,0,1,0,0,1,1,0,Standard,Standard
FT,2017-05-31,91,2.5234,5.8195,Hyun-Jin Ryu,502054,547943,null,ball,,12,null,R,R,L,STL,LAD,B,null,null,0,2,2017,0.8435,1.011,0.4642,3.7103,null,null,null,1,4,Bot,null,null,518735,170601_011455,-7.032,-132.372,-1.6451,11.4454,25.042,-19.9147,3.2631,1.5061,null,null,null,92.153,2197,6.674,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,53.7752,null,null,null,null,null,null,null,28,3,2-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard
FC,2017-05-31,87.1,2.4859,5.7994,Hyun-Jin Ryu,502054,547943,null,swinging_strike,,2,null,R,R,L,STL,LAD,S,null,null,0,1,2017,0.0409,0.8359,0.1251,2.9474,null,null,null,1,4,Bot,null,null,518735,170601_011437,-5.7729,-126.7089,-2.5,1.4396,21.7587,-22.7586,3.1093,1.2914,null,null,null,87.925,2141,6.499,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.049,null,null,null,null,null,null,null,28,2,Cutter,1,0,1,0,0,1,1,0,Standard,Standard
FC,2017-05-31,87.9,2.5222,5.7511,Hyun-Jin Ryu,502054,547943,null,called_strike,,8,null,R,R,L,STL,LAD,S,null,null,0,0,2017,0.0393,0.7604,0.0254,1.8023,null,null,null,1,4,Bot,null,null,518735,170601_011421,-6.1559,-127.7736,-5.1364,1.5143,22.3362,-22.9626,3.3447,1.557,null,null,null,88.769,2163,6.562,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,53.9702,null,null,null,null,null,null,null,28,1,Cutter,1,0,1,0,0,1,1,0,Standard,Standard
FF,2017-05-31,90.8,2.475,5.9329,Hyun-Jin Ryu,576397,547943,strikeout,swinging_strike,,12,Jedd Gyorko strikes out swinging.  ,R,R,L,STL,LAD,S,2,null,1,2,2017,0.8218,1.1413,0.3269,4.0243,null,null,null,0,4,Bot,null,null,518735,170601_011350,-7.1958,-131.9965,-1.3571,11.2121,26.5106,-18.5213,3.0188,1.1908,null,null,null,91.521,2194,6.704,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,53.8621,null,null,0,1,0,0,null,27,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard
FT,2017-05-31,91,2.5164,5.811,Hyun-Jin Ryu,576397,547943,null,ball,,12,null,R,R,L,STL,LAD,B,null,null,0,2,2017,0.9514,1.1608,0.5861,3.7412,null,null,null,0,4,Bot,null,null,518735,170601_011331,-6.919,-132.1869,-1.8169,12.693,26.4512,-18.2005,3.0904,1.4062,null,null,null,91.733,2154,6.614,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,53.832,null,null,null,null,null,null,null,27,3,2-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard
FC,2017-05-31,86.3,2.3881,5.82,Hyun-Jin Ryu,576397,547943,null,foul,,2,null,R,R,L,STL,LAD,S,null,null,0,1,2017,0.0777,0.3651,-0.0291,2.5658,null,null,null,0,4,Bot,null,null,518735,170601_011229,-5.894,-125.5592,-2.3377,1.8481,21.7735,-28.0785,3.0188,1.1908,null,null,null,86.718,2080,6.192,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.2755,null,null,null,null,null,null,null,27,2,Cutter,1,0,1,0,0,1,1,0,Standard,Standard
CU,2017-05-31,70,2.3634,6.0534,Hyun-Jin Ryu,576397,547943,null,swinging_strike,,8,null,R,R,L,STL,LAD,S,null,null,0,0,2017,-0.8464,-1.2806,-0.229,1.6019,null,null,null,0,4,Bot,null,null,518735,170601_011211,-3.6189,-101.945,1.1397,-5.3073,16.434,-41.4855,3.0188,1.1908,null,null,null,70.014,2455,6.264,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.3006,null,null,null,null,null,null,null,27,1,Curveball,1,0,1,0,0,1,1,0,Standard,Standard
CH,2017-05-31,80.2,2.748,5.7092,Hyun-Jin Ryu,425877,547943,field_out,hit_into_play,,6,"Yadier Molina grounds out, third baseman Logan Forsythe to first baseman Adrian Gonzalez.  ",R,R,L,STL,LAD,X,5,ground_ball,0,0,2017,0.939,0.9367,0.7597,2.3688,null,null,null,2,3,Bot,101.35,164.21,518735,170601_010217,-6.2032,-116.5782,-2.493,9.7749,21.0256,-23.2837,3.3506,1.412,4,62,-32.6,80.775,1496,6.578,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,53.8721,0.081,0.078,0,1,0,0,2,23,1,Changeup,1,0,1,0,0,1,1,0,Standard,Standard
FF,2017-05-31,92.1,2.5367,5.7798,Hyun-Jin Ryu,572761,547943,strikeout,swinging_strike,,2,Matt Carpenter strikes out swinging.  ,R,L,L,STL,LAD,S,2,null,3,2,2017,0.6549,1.0334,0.1546,3.4631,null,null,null,1,3,Bot,null,null,518735,170601_010141,-7.5207,-133.8926,-2.399,9.4242,24.3341,-19.1898,3.4109,1.5528,null,null,null,93.226,2150,6.661,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,53.8615,null,null,0,1,0,0,null,22,6,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shift,Standard
CH,2017-05-31,80.2,2.7757,5.7399,Hyun-Jin Ryu,572761,547943,null,called_strike,,3,null,R,L,L,STL,LAD,S,null,null,3,1,2017,0.859,0.8232,0.4779,3.2199,null,null,null,1,3,Bot,null,null,518735,170601_010118,-6.6934,-116.4079,-0.4309,9.0508,20.8227,-24.7714,3.5996,1.6605,null,null,null,80.237,1484,6.41,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.1668,null,null,null,null,null,null,null,22,5,Changeup,1,0,1,0,0,1,1,0,Infield shift,Standard
FC,2017-05-31,88.6,2.5749,5.8401,Hyun-Jin Ryu,572761,547943,null,ball,,12,null,R,L,L,STL,LAD,B,null,null,2,1,2017,0.1585,0.6694,0.3941,3.9581,null,null,null,1,3,Bot,null,null,518735,170601_010058,-5.6058,-128.5971,0.1008,2.884,26.2493,-25.0738,3.6564,1.7374,null,null,null,88.138,2123,6.007,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.4189,null,null,null,null,null,null,null,22,4,Cutter,1,0,1,0,0,1,1,0,Infield shift,Standard
CH,2017-05-31,80.5,2.6707,5.5099,Hyun-Jin Ryu,572761,547943,null,called_strike,,5,null,R,L,L,STL,LAD,S,null,null,2,0,2017,0.7394,0.3739,-0.0701,2.5358,null,null,null,1,3,Bot,null,null,518735,170601_010038,-7.4864,-116.985,-0.6907,8.128,19.8697,-28.779,3.6643,1.7101,null,null,null,81.001,1316,6.42,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.0429,null,null,null,null,null,null,null,22,3,Changeup,1,0,1,0,0,1,1,0,Infield shift,Standard
FF,2017-05-31,91.2,2.5174,5.8705,Hyun-Jin Ryu,572761,547943,null,ball,,2,null,R,L,L,STL,LAD,B,null,null,1,0,2017,0.4949,1.083,0.0833,3.5643,null,null,null,1,3,Bot,null,null,518735,170601_010001,-7.2244,-132.5774,-2.3012,7.3391,25.8276,-18.9282,3.5124,1.7206,null,null,null,91.881,2134,6.622,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,53.96,null,null,null,null,null,null,null,22,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shift,Standard
FF,2017-05-31,90.2,2.5812,5.8575,Hyun-Jin Ryu,572761,547943,null,ball,,11,null,R,L,L,STL,LAD,B,null,null,0,0,2017,0.4505,1.1274,-0.1408,3.8639,null,null,null,1,3,Bot,null,null,518735,170601_005944,-7.7386,-130.9521,-1.4007,6.8047,26.739,-19.0114,3.5176,1.6901,null,null,null,90.553,2129,6.508,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,53.9663,null,null,null,null,null,null,null,22,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shift,Standard
FF,2017-05-31,92.1,2.4556,5.923,Hyun-Jin Ryu,451594,547943,field_out,hit_into_play,,2,"Dexter Fowler grounds out, third baseman Logan Forsythe to first baseman Adrian Gonzalez.  ",R,R,L,STL,LAD,X,5,ground_ball,3,2,2017,0.6985,1.0685,-0.1935,2.9485,null,null,null,0,3,Bot,102.5,164.89,518735,170601_005905,-8.2882,-133.6594,-4.0357,10.2739,29.3962,-18.5617,3.4009,1.5025,5,82.5,-28.5,92.269,2129,6.664,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,53.9309,0.079,0.082,0,1,0,0,2,21,7,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard
FT,2017-05-31,92.2,2.4622,5.9144,Hyun-Jin Ryu,451594,547943,null,foul,,3,null,R,R,L,STL,LAD,S,null,null,3,2,2017,0.9432,1.0869,0.5438,2.8447,null,null,null,0,3,Bot,null,null,518735,170601_005826,-6.9296,-134.1306,-4.4299,12.8014,24.2448,-18.2416,3.4009,1.5025,null,null,null,92.918,2009,6.411,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.1484,null,null,null,null,null,null,null,21,6,2-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard
CH,2017-05-31,82.4,2.6908,5.688,Hyun-Jin Ryu,451594,547943,null,ball,,14,null,R,R,L,STL,LAD,B,null,null,2,2,2017,0.8473,0.2122,0.279,0.4793,null,null,null,0,3,Bot,null,null,518735,170601_005802,-7.1332,-119.6463,-5.7527,9.4996,21.5365,-29.2752,3.4423,1.7179,null,null,null,82.763,1534,6.481,490897,547943,518735,408236,400284,523253,608369,641355,621035,571771,54.0228,null,null,null,null,null,null,null,21,5,Changeup,1,0,1,0,0,1,1,0,Standard,Standard
